"Please Upgrade To IOS11" = "براہ کرم IOS11 میں اپ گریڈ کریں";
"Telenor Microfinance Bank" = "ٹیلی نار مائیکروفنانس بنک اکاؤنٹ ٹائٹل";
"Bank Annount Number" = "بینک اکاؤنٹ نمبر";
"CANCEL" = "واپس";
"NEXT" = "آگے";
"My Favourites" = "میری پسند";
"My Approvals" = "میرا منظوری";
"Schedule Transactions" = "ٹرانسمیشن شیڈول";
"Transaction History" = "ٹرانزیکشن کی تاریخ";
"promotions" = "پروموشنز";
"Schedule of Charges" = "چارجز کا شیڈول";
"Help/FAQ" = "مدد / عمومی سوالات";
"Signout" = "ایپ بند کریں";
"LOGOUT" = "لاگ آوٹ";
"Whether the logout？" = "لاگ آوٹ کرین";
"Add favourite" = "پسندیدہ شامل کریں";
"The Favourites list can help you remember your favourite content." = "پسندیدہ فہرست آپ کی پسندیدہ مواد کو یاد رکھنے میں مدد دے سکتی ہے";
"SAVE" = "محفوظ کریں";
"SHORT NAME" = "مختصر نام";
"Please name the transaction for future use" = "برائے مہربانی مستقبل کے استعمال کیلئے ٹرانزیکشن کا نام لیں";
"CANCEL" = "واپس";
"CONFIRM" = "تصدیق";
"Reject" = "مسترد";
"Approve" = "منظور کریں";
"You do not have any pending approvals" = "آپ کے پاس کوئی التواء منظوری نہیں ہے";
"Schedule payments" = "شیڈول کی ادائیگی";
"You do not have any scheduled payments" = "آپ کے پاس کوئی طے شدہ ادائیگی نہیں ہے";
"Delete" = "ڈیلیٹ";
"Select your payment start time" = "اپنا ادائیگی شروع کرنے کا وقت منتخب کریں";
"repeat payment" = "ادائیگی دوبارہ کریں";
"SCHEDULE" = "شیڈول";
"repeat payment on" = "پر ادائیگی دوبارہ کریں";
"repeat End Date" = "آخری تاریخ";
"Please Select the day" = "براہ مہربانی دن کا انتخاب کریں";
"Payment Scheduled Successfully" = "کامیابی سے ادائیگی کا تعین";
"VIEW SCHEDULED" = "شیڈول دیکھیں";
"Remind me at the end February" = "";
"CANCEL" = "واپس";
"SELECT" = "منتخب کریں";
"repeat payment time" = "ادائیگی کا وقت دوبارہ کریں";
"Daily" = "روزانہ";
"Weekly" = "ہفتہ وار";
"Monthly" = "ماہانہ";
"Transaction History" = "ٹرانزیکشن کی تاریخ";
"Download e-statement" = "ای-بیان ڈاؤن لوڈ کریں";
"Last sync" = "آخری مطابقت پذیری";
"View " = "دیکھیں";
"Fee Calculator" = "فیس کیلکولیٹر";
"Calculate fee for you transaction" = "پنے ٹرانزیکشن کے لئے فیس کا حساب لگائیں";
"Transaction Type" = "ٹرانزیکشن کی قسم";
"Selection of sources" = "ذرائع کا انتخاب";
"Enter amount" = "رقم درج کریں";
"Select business type" = "کاروبار کی قسم منتخب کریں";
"Select Fund of Source" = "ماخذ کا فنڈ منتخب کریں";
"Amount" = "رقم";
"CALCULATE FEE" = "رابطہ معلومات";
"Contact Us" = "ہم سے رابطہ کریں";
"FAQ" = "اکثر پوچھے گئے سوالات";
"About Easypaisa" = "Easypaisa کے بارے میں";
"Privacy Policy" = "پرائیویسی پالیسی";
"Tutorials" = "سبق";
"All the information about easypaisa" = "easypaisa کے بارے میں تمام معلومات";
"Contact information about easypaisa" = "easypaisa کے بارے میں رابطہ معلومات";
"Frequently asked questions" = "اکثر پوچھے گئے سوالات";
"Check video for help" = "مدد کیلئے ویڈیو چیک کریں";
"How can we help?" = "ہم کس طرح مدد کرسکتے ہیں؟";
"CALL" = "کال کریں";
"haichen"="?????"
"haichen"="????????"
